Country,Year,Agri_GDP,Elec_Access,FDI_GDP,GDPC_2015,Indus_GDP,Internet_Usage,Serv_GDP
ALB,2013,18.924817420614,99.9,9.80035898039468,3895.89975621942,25.506803612245,51.8,42.6287844572944
ALB,2014,19.2377589164282,100.0,8.64846635716115,4045.11934884933,23.8286690584956,54.3,42.6575638095964
ALB,2015,18.7471602773412,100.0,8.62740636982337,4199.53912925398,24.4814091473313,56.9,42.8778647519282
ALB,2016,19.167190753497,99.9,8.71147225448456,4431.55635814168,23.8670178864359,59.6,43.4481768975831
ALB,2017,18.079078214296,99.9,7.71411336285186,4648.23078660658,22.9533327106507,62.4,44.5621307131911
ALB,2018,17.9155558179549,100.0,7.83109146132114,4893.82375538717,23.7535886253159,65.4,44.3970282534603
ALB,2019,18.1603973706713,100.0,7.70621465029911,5072.43648354739,22.9655210859374,68.5504,45.4534114346696
ALB,2020,18.8061378649169,100.0,7.01865154497786,4980.61699524696,23.4687164183412,72.2377,45.7213497398907
ALB,2021,17.793224984541,100.0,6.75791457973236,5511.75743402862,22.4341412350759,79.3237,45.278770333241
ALB,2022,16.9844754476574,100.0,7.57934042905775,5867.65096230557,23.0250522159549,82.6137,46.2991272417493
ALB,2023,16.2742388313006,100.0,6.90036950940795,6198.17195301204,23.160711973189,83.1356,47.6649908239316
AND,2004,0.414741997881256,100.0,27.71781486893823,40054.3399679173,15.7803540103879,26.838,74.7942373593759
AND,2005,0.380576808035011,100.0,15.977112889067062,40528.1938997392,16.0357828783728,37.6058,74.4198860237398
AND,2006,0.353522338328863,100.0,27.074645230659154,41322.0723316534,16.1672951911525,48.9368,74.1242699981489
AND,2007,0.368796683946436,100.0,4.119894844843708,40789.1781297264,15.4735314793076,70.87,74.5592619910865
AND,2008,0.406917963904405,100.0,25.562566713814796,37775.1438845998,15.4327671138582,70.04,75.3640750593347
AND,2009,0.418928933319218,100.0,48.97630974582003,35604.4007343193,14.7664887100921,78.53,76.035601397438
AND,2010,0.466508601972863,100.0,17.4520572090634,36277.2814831059,13.1256460606154,81.0,76.991211654261
AND,2011,0.490560827241276,100.0,74.16468136021541,37637.5045137987,11.908853107908,81.0,77.375135201479
AND,2012,0.601164453935572,100.0,52.18988496438392,36206.9954432018,11.0715796683925,82.7,76.8249491306888
AND,2013,0.585558984254785,100.0,53.36856806718489,35684.1861967511,10.6182471491429,84.4,78.021575852346
AND,2014,0.537623493009676,100.0,36.801811481482034,37300.6419409868,10.1535313011382,86.1,78.2437091148297
AND,2015,0.513420109683398,100.0,42.71549271156379,38654.95287916,9.98126871637019,87.9,78.6674143272447
AND,2016,0.521999648433619,100.0,11.170342403835043,40085.0394278177,10.1407794073814,89.7,78.1008536948862
AND,2017,0.559538512516191,100.0,12.822351328645162,39361.0807539996,10.3955176672591,91.5675,77.8688586318041
AND,2018,0.546367882815281,100.0,55.53152143433948,39242.1633307803,11.0763337210625,87.69893100000002,77.6557919031876
AND,2019,0.522633248415779,100.0,13.3818072686093,39346.2935180487,11.6998176283166,90.7187,77.5555098246535
AND,2020,0.559442769715814,100.0,9.43228499707799,34536.666145207,12.6601582717327,93.2056,79.8154154929299
AND,2021,0.531844879169824,100.0,14.5826559404996,36929.0364995869,12.3626363853047,93.8975,79.3818503932806
AND,2022,0.487491862156614,100.0,17.5702350620217,39780.4152991834,11.1453411041301,94.4855,78.1918257115356
AND,2023,0.47849213558896,100.0,7.28597529959797,40227.2524257376,12.4282261796617,95.4456,78.3110227448023
ARE,2004,1.66536190905993,100.0,6.76715211324682,55611.419401142,51.6783480847693,30.1313,46.6562900061707
ARE,2005,1.39540987408529,100.0,6.03481604123485,55363.5661047143,55.6434763024807,40.0,42.9608649080015
ARE,2006,1.09424400194674,100.0,5.76543753223521,56629.9761392644,57.903111718071,52.0,41.0026442799823
ARE,2007,0.976671167666283,100.0,5.50043971722883,52038.6159567932,54.840228590251,61.0,44.1831002420827
ARE,2008,0.82730546409323,100.0,1.60487460715228,47922.6988207823,58.0179784435584,63.0,41.1547160923483
ARE,2009,1.03688688860825,100.0,0.447367365845778,42672.1987890808,52.044956000368,64.0,46.9181571110237
ARE,2010,0.732284398165927,100.0,2.85854032456409,42328.8508165469,50.2592548678862,68.0,49.0084607339479
ARE,2011,0.650173172827368,100.0,1.938861867408,43687.7782783233,55.7510208781767,78.0,43.598805948996
ARE,2012,0.627714840690063,100.0,2.43554239157448,43958.5681120856,55.356407543947,85.0,44.015877615363
ARE,2013,0.631291645173813,100.0,2.38382217021709,44312.6337162614,52.9894122214127,88.0,46.3792961334135
ARE,2014,0.625601940820607,100.0,2.60546065371654,44257.6514761082,50.7402069875437,90.4,48.6341910716357
